datetime,open,high,low,close,volume
2025-12-15 09:30:00+00:00,487.5799865722656,487.7300109863281,486.8399963378906,486.93499755859375,345896
2025-12-15 09:35:00+00:00,486.9200134277344,487.2900085449219,486.5,486.7200012207031,172510
2025-12-15 09:40:00+00:00,486.7200012207031,487.44000244140625,486.7099914550781,487.0,172093
2025-12-15 09:45:00+00:00,486.989990234375,487.0849914550781,486.19049072265625,486.3900146484375,124878
2025-12-15 09:50:00+00:00,486.3999938964844,486.489990234375,485.70001220703125,485.80999755859375,89209
2025-12-15 09:55:00+00:00,485.8800048828125,486.0400085449219,485.6400146484375,485.69000244140625,92965
2025-12-15 10:00:00+00:00,485.6300048828125,485.6700134277344,485.05999755859375,485.30999755859375,102390
2025-12-15 10:05:00+00:00,485.2900085449219,486.0,485.2699890136719,485.55999755859375,94138
2025-12-15 10:10:00+00:00,485.54998779296875,485.6099853515625,484.9800109863281,485.156494140625,100914
2025-12-15 10:15:00+00:00,485.1400146484375,485.1400146484375,484.7200012207031,484.7300109863281,116420
2025-12-15 10:20:00+00:00,484.7200012207031,485.1300048828125,484.3299865722656,484.3299865722656,125107
2025-12-15 10:25:00+00:00,484.30999755859375,484.7099914550781,484.1099853515625,484.45001220703125,119055
2025-12-15 10:30:00+00:00,484.44000244140625,485.44000244140625,484.3500061035156,485.1199951171875,111852
2025-12-15 10:35:00+00:00,485.07000732421875,485.3800048828125,484.65838623046875,484.6700134277344,94680
2025-12-15 10:40:00+00:00,484.6400146484375,485.385009765625,484.45001220703125,485.3500061035156,104099
2025-12-15 10:45:00+00:00,485.3399963378906,485.54998779296875,485.0299987792969,485.5150146484375,63471
2025-12-15 10:50:00+00:00,485.4599914550781,485.6499938964844,484.7799987792969,485.1199951171875,56372
2025-12-15 10:55:00+00:00,485.07000732421875,485.17498779296875,484.82000732421875,484.9200134277344,39675
2025-12-15 11:00:00+00:00,484.9599914550781,485.05999755859375,484.6300048828125,484.7699890136719,51010
2025-12-15 11:05:00+00:00,484.7300109863281,485.1300048828125,484.69000244140625,485.07000732421875,62388
2025-12-15 11:10:00+00:00,485.05999755859375,485.1199951171875,484.6300048828125,484.6300048828125,38329
2025-12-15 11:15:00+00:00,484.6600036621094,485.45001220703125,484.6600036621094,485.3999938964844,53353
2025-12-15 11:20:00+00:00,485.4100036621094,485.5,485.1600036621094,485.3399963378906,33828
2025-12-15 11:25:00+00:00,485.3399963378906,485.79998779296875,485.2799987792969,485.6000061035156,36429
2025-12-15 11:30:00+00:00,485.70001220703125,485.7099914550781,484.8800048828125,484.9100036621094,42629
2025-12-15 11:35:00+00:00,484.8399963378906,484.9700012207031,484.1499938964844,484.55999755859375,53392
2025-12-15 11:40:00+00:00,484.55999755859375,484.8900146484375,484.1400146484375,484.2300109863281,59178
2025-12-15 11:45:00+00:00,484.2410888671875,484.3299865722656,483.9700012207031,484.1700134277344,54617
2025-12-15 11:50:00+00:00,484.1099853515625,484.8599853515625,484.1099853515625,484.8550109863281,40555
2025-12-15 11:55:00+00:00,484.8599853515625,485.04998779296875,484.25,484.3963928222656,39024
2025-12-15 12:00:00+00:00,484.3999938964844,484.80999755859375,484.3301086425781,484.55999755859375,37675
2025-12-15 12:05:00+00:00,484.5950012207031,484.8299865722656,484.5,484.7099914550781,25779
2025-12-15 12:10:00+00:00,484.7699890136719,484.8699951171875,484.3900146484375,484.4100036621094,57272
2025-12-15 12:15:00+00:00,484.364990234375,484.3900146484375,484.0,484.1199951171875,30502
2025-12-15 12:20:00+00:00,484.1199951171875,484.6300048828125,484.0899963378906,484.3500061035156,31861
2025-12-15 12:25:00+00:00,484.29998779296875,484.6449890136719,484.2799987792969,484.3500061035156,28936
2025-12-15 12:30:00+00:00,484.3599853515625,484.5199890136719,483.94000244140625,483.989990234375,37501
2025-12-15 12:35:00+00:00,484.010009765625,484.5299987792969,484.010009765625,484.5299987792969,39884
2025-12-15 12:40:00+00:00,484.5199890136719,484.9700012207031,484.510009765625,484.8500061035156,21964
2025-12-15 12:45:00+00:00,484.8999938964844,485.07501220703125,484.239990234375,484.2601013183594,31445
2025-12-15 12:50:00+00:00,484.2099914550781,484.2099914550781,483.7099914550781,484.1300048828125,69208
2025-12-15 12:55:00+00:00,484.07000732421875,484.45001220703125,483.9800109863281,484.42999267578125,22287
2025-12-15 13:00:00+00:00,484.4100036621094,484.760009765625,484.1199951171875,484.6099853515625,28992
2025-12-15 13:05:00+00:00,484.6199951171875,484.8699951171875,484.4700012207031,484.5400085449219,27147
2025-12-15 13:10:00+00:00,484.5899963378906,484.7900085449219,484.489990234375,484.7699890136719,18124
2025-12-15 13:15:00+00:00,484.81500244140625,484.8599853515625,484.42999267578125,484.5299987792969,20880
2025-12-15 13:20:00+00:00,484.4800109863281,484.6199951171875,483.9800109863281,484.0,32473
2025-12-15 13:25:00+00:00,483.95001220703125,484.1499938964844,483.7300109863281,484.1011047363281,21029
2025-12-15 13:30:00+00:00,484.1000061035156,484.3500061035156,483.8500061035156,484.0799865722656,24678
2025-12-15 13:35:00+00:00,483.9800109863281,484.32000732421875,483.8399963378906,484.0299987792969,19717
2025-12-15 13:40:00+00:00,484.0299987792969,484.29998779296875,484.010009765625,484.29998779296875,23525
2025-12-15 13:45:00+00:00,484.2900085449219,484.3900146484375,484.1600036621094,484.30999755859375,19233
2025-12-15 13:50:00+00:00,484.32501220703125,484.5899963378906,484.25,484.5199890136719,21435
2025-12-15 13:55:00+00:00,484.5400085449219,484.80999755859375,484.5299987792969,484.57000732421875,23578
2025-12-15 14:00:00+00:00,484.55999755859375,484.8399963378906,484.5,484.80999755859375,25976
2025-12-15 14:05:00+00:00,484.8399963378906,484.95001220703125,484.6199951171875,484.6199951171875,18697
2025-12-15 14:10:00+00:00,484.510009765625,484.7099914550781,484.4800109863281,484.510009765625,18027
2025-12-15 14:15:00+00:00,484.489990234375,484.6400146484375,484.3399963378906,484.6300048828125,24574
2025-12-15 14:20:00+00:00,484.6300048828125,484.739990234375,484.3500061035156,484.55999755859375,19310
2025-12-15 14:25:00+00:00,484.54998779296875,484.75,484.5299987792969,484.70001220703125,17194
2025-12-15 14:30:00+00:00,484.739990234375,484.885498046875,484.6499938964844,484.7799987792969,38599
2025-12-15 14:35:00+00:00,484.7699890136719,484.8599853515625,484.70001220703125,484.75,19897
2025-12-15 14:40:00+00:00,484.7699890136719,484.9700012207031,484.6600036621094,484.7099914550781,27532
2025-12-15 14:45:00+00:00,484.67999267578125,484.7699890136719,484.5150146484375,484.6499938964844,46306
2025-12-15 14:50:00+00:00,484.6700134277344,484.9800109863281,484.6199951171875,484.9800109863281,36027
